name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Reagan Ogle,D (L),Defender,Accrington,English Football League 2,ENG,ENG4,5,29/03/1999,3,3,5938,195,16,NaN,ENG,UK & Ireland,ENG,,,,,174,66,0,0,,
Callum Gunner,M (C),Midfielder,Swindon,English Football League 1,ENG,ENG3,4,27/03/1999,3,3,5940,195,16,NaN,ENG,UK & Ireland,ENG,,,,,179,68,0,0,,
Ross Sykes,D (C),Defender,Accrington,English Football League 2,ENG,ENG4,5,26/03/1999,3,3,5941,195,16,NaN,ENG,UK & Ireland,ENG,,,,,188,74,0,0,,
Joe Grayson,M (C),Midfielder,Blackburn,English Football League Championship,ENG,ENG2,3,26/03/1999,3,3,5941,195,16,NaN,ENG,UK & Ireland,ENG,,,,,176,66,0,0,,
Dion Pereira,AM (L),Forward,Watford,English Premier Division,ENG,ENG1,1,25/03/1999,3,3,5942,195,16,NaN,ENG,UK & Ireland,ENG,,,,,184,72,0,0,,
Nyeko Sinclair,D (C),Defender,Wolves,English Football League Championship,ENG,ENG2,3,25/03/1999,3,3,5942,195,16,NaN,ENG,UK & Ireland,ENG,,,,,192,80,0,0,,
Jay Smith,D (C),Defender,Chesterfield,English Football League 1,ENG,ENG3,4,24/03/1999,3,3,5943,195,16,Dronfield,ENG,UK & Ireland,ENG,,,,,187,75,0,0,,
Joe Carter,GK,Goalkeeper,Dag & Red,English Football League 2,ENG,ENG4,5,24/03/1999,3,3,5943,195,16,NaN,ENG,UK & Ireland,ENG,,,,,188,74,0,0,,
Darnell Smith,D (C),Defender,Barnet,English Football League 2,ENG,ENG4,5,24/03/1999,3,3,5943,195,16,NaN,ENG,UK & Ireland,ENG,,,,,188,78,0,0,,
George Hughes,M (C),Midfielder,Shrewsbury,English Football League 1,ENG,ENG3,4,23/03/1999,3,3,5944,195,16,NaN,ENG,UK & Ireland,ENG,,,,,177,64,0,0,,
Suleman Naeem,D (L),Defender,Liverpool,English Premier Division,ENG,ENG1,1,22/03/1999,3,3,5945,195,16,Birkenhead,ENG,UK & Ireland,ENG,PAK,,,,171,63,0,0,,
Marcus Tavernier,"D/WB (R), M (C)",Defender,Middlesbrough,English Football League Championship,ENG,ENG2,3,22/03/1999,3,3,5945,195,16,NaN,ENG,UK & Ireland,ENG,,,,,176,66,0,0,,
Taye Ashby-Hammond,GK,Goalkeeper,Fulham,English Football League Championship,ENG,ENG2,3,21/03/1999,3,3,5946,195,16,London,ENG,UK & Ireland,ENG,,,,,188,74,0,0,,
Dylan Davidson,AM (C),Forward,Preston,English Football League Championship,ENG,ENG2,3,20/03/1999,3,3,5947,195,16,NaN,ENG,UK & Ireland,ENG,,,,,188,73,0,0,,
Cameron Stump,ST (C),Forward,Peterborough,English Football League 1,ENG,ENG3,4,19/03/1999,3,3,5948,195,16,Huntingdon,ENG,UK & Ireland,ENG,,,,,184,70,0,0,,
Jack Lambert,M (C),Midfielder,Middlesbrough,English Football League Championship,ENG,ENG2,3,19/03/1999,3,3,5948,195,16,NaN,ENG,UK & Ireland,ENG,,,,,173,64,0,0,,
Nathan Turner,ST (C),Forward,Bury,English Football League 1,ENG,ENG3,4,18/03/1999,3,3,5949,195,16,NaN,ENG,UK & Ireland,ENG,,,,,186,73,0,0,,
James Goff,GK,Goalkeeper,Northampton,English Football League 2,ENG,ENG4,5,18/03/1999,3,3,5949,195,16,Huntingdon,ENG,UK & Ireland,ENG,,,,,183,71,0,0,,
Jordan Holt,M/AM (C),Midfielder,Carlisle,English Football League 2,ENG,ENG4,5,17/03/1999,3,3,5950,195,16,Carlisle,ENG,UK & Ireland,ENG,,,,,165,57,0,0,,
Devante Reittie,ST (C),Forward,Mansfield,English Football League 2,ENG,ENG4,5,16/03/1999,3,3,5951,195,16,NaN,ENG,UK & Ireland,ENG,,,,,180,62,0,0,,
Lewis McMichael,M (C),Midfielder,Scunthorpe,English Football League 1,ENG,ENG3,4,15/03/1999,3,3,5952,195,16,NaN,ENG,UK & Ireland,ENG,,,,,168,59,0,0,,
Nole M'Bo,ST (C),Forward,Gillingham,English Football League 1,ENG,ENG3,4,14/03/1999,3,3,5953,195,16,NaN,ENG,UK & Ireland,ENG,,,,,188,78,0,0,,
Liam Williams,D (C),Defender,Bury,English Football League 1,ENG,ENG3,4,11/03/1999,3,3,5956,195,16,NaN,ENG,UK & Ireland,ENG,,,,,183,68,0,0,,
Jack Sims,GK,Goalkeeper,Blackpool,English Football League 1,ENG,ENG3,4,10/03/1999,3,3,5957,195,16,NaN,ENG,UK & Ireland,ENG,,,,,183,76,0,0,,
Lewis Walker,GK,Goalkeeper,Burton,English Football League 1,ENG,ENG3,4,09/03/1999,3,3,5958,195,16,NaN,ENG,UK & Ireland,ENG,,,,,190,79,0,0,,
Keanan Bennetts,AM (RL),Forward,Tottenham,English Premier Division,ENG,ENG1,1,09/03/1999,3,3,5958,195,16,London,ENG,UK & Ireland,ENG,GER,,,,178,79,0,0,,
Jayden Cotterill,D (C),Defender,Burton,English Football League 1,ENG,ENG3,4,08/03/1999,3,3,5959,195,16,NaN,ENG,UK & Ireland,ENG,,,,,183,70,0,0,,
Jake Hilton,GK,Goalkeeper,Crewe,English Football League 1,ENG,ENG3,4,07/03/1999,3,3,5960,195,16,NaN,ENG,UK & Ireland,ENG,,,,,183,72,0,0,,
Elliot Webber,AM (C),Forward,Leicester,English Premier Division,ENG,ENG1,1,07/03/1999,3,3,5960,195,16,NaN,ENG,UK & Ireland,ENG,,,,,189,75,0,0,,
Josh Bowler,M (L),Midfielder,Q.P.R.,English Football League Championship,ENG,ENG2,3,05/03/1999,3,3,5962,195,16,NaN,ENG,UK & Ireland,ENG,,,,,179,69,0,0,,
Fraser Preston,"M/AM (R), ST (C)",Midfielder,Sheff Wed,English Football League Championship,ENG,ENG2,3,05/03/1999,3,3,5962,195,16,Huddersfield,ENG,UK & Ireland,ENG,SCO,,,,174,65,0,0,,
Anas Abdo,ST (C),Forward,Bolton,English Football League Championship,ENG,ENG2,3,05/03/1999,3,3,5962,195,16,Manchester,ENG,UK & Ireland,ENG,,,,,188,74,0,0,,
Max Hill,D (C),Defender,Leeds,English Football League Championship,ENG,ENG2,3,05/03/1999,3,3,5962,195,16,Leeds,ENG,UK & Ireland,ENG,,,,,183,72,0,0,,
Aaron Bretell,D (C),Defender,York,English Football League 2,ENG,ENG4,5,03/03/1999,3,3,5964,195,16,NaN,ENG,UK & Ireland,ENG,,,,,188,74,0,0,,
Luke Burgess,M/AM (RC),Midfielder,Wigan,English Football League 1,ENG,ENG3,4,03/03/1999,3,3,5964,195,16,NaN,ENG,UK & Ireland,ENG,,,,,176,59,0,0,,
Joshua Bohui,ST (C),Forward,Brentford,English Football League Championship,ENG,ENG2,3,03/03/1999,3,3,5964,195,16,NaN,ENG,UK & Ireland,ENG,,,,,177,67,0,0,,
Toby Rennie,D (RC),Defender,Bristol Rovers,English Football League 2,ENG,ENG4,5,03/03/1999,3,3,5964,195,16,NaN,ENG,UK & Ireland,ENG,,,,,184,72,0,0,,
Kieron Cathline,D (C),Defender,Ipswich,English Football League Championship,ENG,ENG2,3,02/03/1999,3,3,5965,195,16,London,ENG,UK & Ireland,ENG,GHA,,,,181,78,0,0,,
Harry Bean,D (R),Defender,Luton,English Football League 2,ENG,ENG4,5,02/03/1999,3,3,5965,195,16,NaN,ENG,UK & Ireland,ENG,,,,,173,62,0,0,,
Akeal Rehman,DM,Midfielder,Wolves,English Football League Championship,ENG,ENG2,3,01/03/1999,3,3,5966,196,16,NaN,ENG,UK & Ireland,ENG,IND,,,,170,60,0,0,,
Brandon Akerman,M (R),Midfielder,Exeter,English Football League 2,ENG,ENG4,5,01/03/1999,3,3,5966,196,16,Plymouth,ENG,UK & Ireland,ENG,,,,,172,62,0,0,,
Toby Edser,M (C),Midfielder,Nottm Forest,English Football League Championship,ENG,ENG2,3,28/02/1999,2,2,5967,196,16,NaN,ENG,UK & Ireland,ENG,,,,,172,64,0,0,,
Jordan Wright,GK,Goalkeeper,Nottm Forest,English Football League Championship,ENG,ENG2,3,27/02/1999,2,2,5968,196,16,Leicester,ENG,UK & Ireland,ENG,,,,,191,77,0,0,,
Jack Roles,M (C),Midfielder,Tottenham,English Premier Division,ENG,ENG1,1,26/02/1999,2,2,5969,196,16,Enfield,ENG,UK & Ireland,ENG,GRE,,,,176,66,0,0,,
Shamaul Bertie,AM (L),Forward,Barnsley,English Football League 1,ENG,ENG3,4,25/02/1999,2,2,5970,196,16,Leeds,ENG,UK & Ireland,ENG,,,,,176,64,0,0,,
Stephen Akbas,D (R),Defender,Hull,English Football League Championship,ENG,ENG2,3,25/02/1999,2,2,5970,196,16,Derby,ENG,UK & Ireland,ENG,,,,,184,72,0,0,,
Jake Turner,GK,Goalkeeper,Bolton,English Football League Championship,ENG,ENG2,3,25/02/1999,2,2,5970,196,16,NaN,ENG,UK & Ireland,ENG,,,,,191,76,0,0,,
Myles Judd,D (R),Defender,Leyton Orient,English Football League 2,ENG,ENG4,5,24/02/1999,2,2,5971,196,16,NaN,ENG,UK & Ireland,ENG,,,,,176,66,0,0,,
Dylan Garnett,ST (C),Forward,Burton,English Football League 1,ENG,ENG3,4,23/02/1999,2,2,5972,196,16,NaN,ENG,UK & Ireland,ENG,,,,,179,67,0,0,,
Joe McKenzie,D (C),Defender,Southend,English Football League 1,ENG,ENG3,4,23/02/1999,2,2,5972,196,16,NaN,ENG,UK & Ireland,ENG,,,,,175,67,0,0,,
Jared Thompson,GK,Goalkeeper,Chelsea,English Premier Division,ENG,ENG1,1,23/02/1999,2,2,5972,196,16,Swindon,ENG,UK & Ireland,ENG,NIR,,,,187,74,0,0,,
Lewis Leigh-Gilchrist,M (RC),Midfielder,Bristol Rovers,English Football League 2,ENG,ENG4,5,23/02/1999,2,2,5972,196,16,Bristol,ENG,UK & Ireland,ENG,,,,,168,62,0,0,,
Matthew Timms,D (L),Defender,Birmingham,English Football League Championship,ENG,ENG2,3,22/02/1999,2,2,5973,196,16,NaN,ENG,UK & Ireland,ENG,,,,,184,70,0,0,,
Ciaron Best,D (L),Defender,Bury,English Football League 1,ENG,ENG3,4,21/02/1999,2,2,5974,196,16,NaN,ENG,UK & Ireland,ENG,,,,,169,58,0,0,,
Ryan Sandford,GK,Goalkeeper,Millwall,English Football League 1,ENG,ENG3,4,21/02/1999,2,2,5974,196,16,London,ENG,UK & Ireland,ENG,,,,,188,75,0,0,,
Cameron Gow,M (L),Midfielder,Peterborough,English Football League 1,ENG,ENG3,4,20/02/1999,2,2,5975,196,16,NaN,ENG,UK & Ireland,ENG,,,,,182,72,0,0,,
Josh Lundstram,M (C),Midfielder,Crewe,English Football League 1,ENG,ENG3,4,19/02/1999,2,2,5976,196,16,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,180,69,0,0,,
Adam Harrison,GK,Goalkeeper,Leicester,English Premier Division,ENG,ENG1,1,19/02/1999,2,2,5976,196,16,NaN,ENG,UK & Ireland,ENG,,,,,178,69,0,0,,
Cameron Peters,ST (C),Forward,Walsall,English Football League 1,ENG,ENG3,4,19/02/1999,2,2,5976,196,16,NaN,ENG,UK & Ireland,ENG,,,,,177,67,0,0,,
Tyler Walker,D (R),Defender,Doncaster,English Football League 1,ENG,ENG3,4,18/02/1999,2,2,5977,196,16,NaN,ENG,UK & Ireland,ENG,,,,,170,62,0,0,,
Noel Leighton,"AM (L), ST (C)",Forward,Millwall,English Football League 1,ENG,ENG3,4,18/02/1999,2,2,5977,196,16,NaN,ENG,UK & Ireland,ENG,,,,,181,68,0,0,,
Calum Sturgess,D (L),Defender,Crystal Palace,English Premier Division,ENG,ENG1,1,17/02/1999,2,2,5978,196,16,Sidcup,ENG,UK & Ireland,ENG,,,,,179,69,0,0,,
Reece Williams-Bowers,M (C),Midfielder,AFC Wimbledon,English Football League 2,ENG,ENG4,5,17/02/1999,2,2,5978,196,16,Kingston upon Thames,ENG,UK & Ireland,ENG,,,,,166,59,0,0,,
Luca Colville,M (C),Midfielder,Huddersfield,English Football League Championship,ENG,ENG2,3,17/02/1999,2,2,5978,196,16,York,ENG,UK & Ireland,ENG,,,,,184,72,0,0,,
George Hirst,ST (C),Forward,Sheff Wed,English Football League Championship,ENG,ENG2,3,15/02/1999,2,2,5980,196,16,Sheffield,ENG,UK & Ireland,ENG,,,,,180,68,0,0,,
Antonio Walker,AM (R),Forward,AFC Wimbledon,English Football League 2,ENG,ENG4,5,15/02/1999,2,2,5980,196,16,NaN,ENG,UK & Ireland,ENG,ITA,,,,181,63,0,0,,
Jack Little,GK,Goalkeeper,Accrington,English Football League 2,ENG,ENG4,5,15/02/1999,2,2,5980,196,16,Burnley,ENG,UK & Ireland,ENG,,,,,194,78,0,0,,
Zayn Hakeem,"M/AM (R), ST (C)",Midfielder,Mansfield,English Football League 2,ENG,ENG4,5,15/02/1999,2,2,5980,196,16,NaN,ENG,UK & Ireland,ENG,,,,,190,77,0,0,,
Fernando Bell-Toxtle,M (C),Midfielder,Cambridge,English Football League 2,ENG,ENG4,5,15/02/1999,2,2,5980,196,16,Milton Keynes,ENG,UK & Ireland,ENG,,,,,166,58,0,0,,
Kyle McDowell,D (L),Defender,Portsmouth,English Football League 2,ENG,ENG4,5,13/02/1999,2,2,5982,196,16,NaN,ENG,UK & Ireland,ENG,,,,,175,67,0,0,,
Liam Hegarty,D (R),Defender,Middlesbrough,English Football League Championship,ENG,ENG2,3,12/02/1999,2,2,5983,196,16,NaN,ENG,UK & Ireland,ENG,,,,,184,71,0,0,,
Sam Wilson,GK,Goalkeeper,Mansfield,English Football League 2,ENG,ENG4,5,11/02/1999,2,2,5984,196,16,NaN,ENG,UK & Ireland,ENG,,,,,182,63,0,0,,
Charlie Gilmour,M (C),Midfielder,Arsenal,English Premier Division,ENG,ENG1,1,11/02/1999,2,2,5984,196,16,NaN,ENG,UK & Ireland,ENG,SCO,,,,168,61,0,0,,
Jez Bedford,M (C),Midfielder,Portsmouth,English Football League 2,ENG,ENG4,5,10/02/1999,2,2,5985,196,16,NaN,ENG,UK & Ireland,ENG,,,,,178,66,0,0,,
Tom Clifford,D (L),Defender,Southend,English Football League 1,ENG,ENG3,4,09/02/1999,2,2,5986,196,16,NaN,ENG,UK & Ireland,ENG,,,,,163,56,0,0,,
Alex Fletcher,"AM (RL), ST (C)",Forward,Plymouth,English Football League 2,ENG,ENG4,5,09/02/1999,2,2,5986,196,16,Torquay,ENG,UK & Ireland,ENG,,,,,168,61,0,0,,
Ashley Maddocks,"D (C), DM, M (C)",Defender,Walsall,English Football League 1,ENG,ENG3,4,09/02/1999,2,2,5986,196,16,NaN,ENG,UK & Ireland,ENG,,,,,177,68,0,0,,
Michael Klass,M (C),Midfielder,Q.P.R.,English Football League Championship,ENG,ENG2,3,09/02/1999,2,2,5986,196,16,NaN,ENG,UK & Ireland,ENG,,,,,181,70,0,0,,
Callum Slattery,M (C),Midfielder,Southampton,English Premier Division,ENG,ENG1,1,08/02/1999,2,2,5987,196,16,NaN,ENG,UK & Ireland,ENG,,,,,189,76,0,0,,
Morgan Feeney,D (C),Defender,Everton,English Premier Division,ENG,ENG1,1,08/02/1999,2,2,5987,196,16,Bootle,ENG,UK & Ireland,ENG,,,,,180,69,0,0,,
Olatunde Bayode,D (R),Defender,Burnley,English Football League Championship,ENG,ENG2,3,07/02/1999,2,2,5988,196,16,NaN,ENG,UK & Ireland,ENG,,,,,178,65,0,0,,
Kyle Tranter,D (L),Defender,York,English Football League 2,ENG,ENG4,5,06/02/1999,2,2,5989,196,16,NaN,ENG,UK & Ireland,ENG,,,,,175,65,0,0,,
Dan N'Lundulu,ST (C),Forward,Southampton,English Premier Division,ENG,ENG1,1,05/02/1999,2,2,5990,196,16,NaN,ENG,UK & Ireland,ENG,FRA,,,,192,70,0,0,,
Ash Kigbu,D (C),Defender,Man City,English Premier Division,ENG,ENG1,1,05/02/1999,2,2,5990,196,16,NaN,ENG,UK & Ireland,ENG,NGA,,,,177,65,0,0,,
Tom Barry,ST (C),Forward,Preston,English Football League Championship,ENG,ENG2,3,04/02/1999,2,2,5991,196,16,NaN,ENG,UK & Ireland,ENG,,,,,176,66,0,0,,
William Dupray,D/M (C),Defender,Scunthorpe,English Football League 1,ENG,ENG3,4,04/02/1999,2,2,5991,196,16,NaN,ENG,UK & Ireland,ENG,,,,,186,74,0,0,,
Ellis Hudson,"M (R), AM (RL)",Midfielder,Bradford City,English Football League 1,ENG,ENG3,4,04/02/1999,2,2,5991,196,16,NaN,ENG,UK & Ireland,ENG,,,,,179,70,0,0,,
Joshua Emmins,D (L),Defender,Cambridge,English Football League 2,ENG,ENG4,5,03/02/1999,2,2,5992,196,16,Hertford,ENG,UK & Ireland,ENG,,,,,171,63,0,0,,
Will Christopher,M (C),Midfielder,Swindon,English Football League 1,ENG,ENG3,4,31/01/1999,1,2,5995,197,16,NaN,ENG,UK & Ireland,ENG,,,,,173,64,0,0,,
Cameron Ebbutt,ST (C),Forward,Birmingham,English Football League Championship,ENG,ENG2,3,31/01/1999,1,2,5995,197,16,NaN,ENG,UK & Ireland,ENG,,,,,182,70,0,0,,
Sam Lawford,ST (C),Forward,Gillingham,English Football League 1,ENG,ENG3,4,31/01/1999,1,2,5995,197,16,NaN,ENG,UK & Ireland,ENG,,,,,174,63,0,0,,
Jay Wilson,M/AM (R),Midfielder,Middlesbrough,English Football League Championship,ENG,ENG2,3,30/01/1999,1,2,5996,197,16,NaN,ENG,UK & Ireland,ENG,,,,,181,70,0,0,,
Tobias Hayles-Docherty,"AM (R), ST (C)",Forward,Walsall,English Football League 1,ENG,ENG3,4,30/01/1999,1,2,5996,197,16,NaN,ENG,UK & Ireland,ENG,,,,,174,64,0,0,,
William Shorrock,M (C),Midfielder,Walsall,English Football League 1,ENG,ENG3,4,30/01/1999,1,2,5996,197,16,NaN,ENG,UK & Ireland,ENG,,,,,178,68,0,0,,
Andrew Hollins,D (C),Defender,Rochdale,English Football League 1,ENG,ENG3,4,29/01/1999,1,2,5997,197,16,Liverpool,ENG,UK & Ireland,ENG,,,,,186,75,0,0,,
Jonathan Saltmer,GK,Goalkeeper,Hull,English Football League Championship,ENG,ENG2,3,29/01/1999,1,2,5997,197,16,NaN,ENG,UK & Ireland,ENG,,,,,181,73,0,0,,
Ryan Clampin,AM (L),Forward,Colchester,English Football League 1,ENG,ENG3,4,29/01/1999,1,2,5997,197,16,Colchester,ENG,UK & Ireland,ENG,,,,,176,66,0,0,,
Jacub Tabreham,D (L),Defender,Mansfield,English Football League 2,ENG,ENG4,5,28/01/1999,1,2,5998,197,16,NaN,ENG,UK & Ireland,ENG,,,,,188,67,0,0,,
Jamie Cotter,M (C),Midfielder,Wigan,English Football League 1,ENG,ENG3,4,28/01/1999,1,2,5998,197,16,NaN,ENG,UK & Ireland,ENG,,,,,187,73,0,0,,
Rory Middleton,M (C),Midfielder,Oldham,English Football League 1,ENG,ENG3,4,28/01/1999,1,2,5998,197,16,NaN,ENG,UK & Ireland,ENG,,,,,167,60,0,0,,
Freddie Hinds,ST (C),Forward,Luton,English Football League 2,ENG,ENG4,5,28/01/1999,1,2,5998,197,16,Bedford,ENG,UK & Ireland,ENG,,,,,180,67,0,0,,
Josh Hawkes,AM (C),Forward,Hartlepool,English Football League 2,ENG,ENG4,5,28/01/1999,1,2,5998,197,16,NaN,ENG,UK & Ireland,ENG,,,,,184,70,0,0,,
Ethan Hodby,"M (R), AM (RLC), ST (C)",Midfielder,Leicester,English Premier Division,ENG,ENG1,1,27/01/1999,1,2,5999,197,16,NaN,ENG,UK & Ireland,ENG,,,,,186,72,0,0,,
Romarno Simpson,D (RC),Defender,Charlton,English Football League Championship,ENG,ENG2,3,27/01/1999,1,2,5999,197,16,NaN,ENG,UK & Ireland,ENG,,,,,189,74,0,0,,
Harry Clibbens,D (L),Defender,Huddersfield,English Football League Championship,ENG,ENG2,3,27/01/1999,1,2,5999,197,16,Wakefield,ENG,UK & Ireland,ENG,,,,,172,65,0,0,,
Callum Lees,D (C),Defender,Everton,English Premier Division,ENG,ENG1,1,26/01/1999,1,2,6000,197,16,St. Helens,ENG,UK & Ireland,ENG,,,,,185,72,0,0,,
James Sloane,ST (C),Forward,Oldham,English Football League 1,ENG,ENG3,4,25/01/1999,1,2,6001,197,16,NaN,ENG,UK & Ireland,ENG,,,,,180,70,0,0,,
Dylan Duncan,AM (C),Forward,Tottenham,English Premier Division,ENG,ENG1,1,25/01/1999,1,2,6001,197,16,London,ENG,UK & Ireland,ENG,,,,,178,73,0,0,,
Jaden Brown,D (LC),Defender,Tottenham,English Premier Division,ENG,ENG1,1,24/01/1999,1,2,6002,197,16,London,ENG,UK & Ireland,ENG,,,,,183,77,0,0,,
Alex Battle,"AM (RL), ST (C)",Forward,Plymouth,English Football League 2,ENG,ENG4,5,23/01/1999,1,2,6003,197,16,Plymouth,ENG,UK & Ireland,ENG,,,,,182,63,0,0,,
Owen Brooke,GK,Goalkeeper,Huddersfield,English Football League Championship,ENG,ENG2,3,22/01/1999,1,2,6004,197,16,Cleckheaton,ENG,UK & Ireland,ENG,,,,,188,73,0,0,,
Cassian Thomas,M (C),Midfielder,Fulham,English Football League Championship,ENG,ENG2,3,22/01/1999,1,2,6004,197,16,London,ENG,UK & Ireland,ENG,,,,,179,67,0,0,,
Owen Bailey,M (C),Midfielder,Newcastle,English Premier Division,ENG,ENG1,1,22/01/1999,1,2,6004,197,16,Newcastle,ENG,UK & Ireland,ENG,,,,,168,61,0,0,,
Mason Hathaway,D (C),Defender,Swindon,English Football League 1,ENG,ENG3,4,22/01/1999,1,2,6004,197,16,NaN,ENG,UK & Ireland,ENG,,,,,188,75,0,0,,
Taylor Maloney,"DM, M (C)",Midfielder,Charlton,English Football League Championship,ENG,ENG2,3,21/01/1999,1,2,6005,197,16,NaN,ENG,UK & Ireland,ENG,,,,,179,70,0,0,,
Luke McCormick,M (C),Midfielder,Chelsea,English Premier Division,ENG,ENG1,1,21/01/1999,1,2,6005,197,16,Bury St. Edmunds,ENG,UK & Ireland,ENG,SCO,,,,171,61,0,0,,
Jack Earing,M (C),Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,21/01/1999,1,2,6005,197,16,Bury,ENG,UK & Ireland,ENG,,,,,179,69,0,0,,
Jake Dunwoody,M (C),Midfielder,Stoke,English Premier Division,ENG,ENG1,1,20/01/1999,1,2,6006,197,16,NaN,ENG,UK & Ireland,ENG,,,,,169,60,0,0,,
Flynn Downes,M (C),Midfielder,Ipswich,English Football League Championship,ENG,ENG2,3,20/01/1999,1,2,6006,197,16,NaN,ENG,UK & Ireland,ENG,,,,,179,62,0,0,,
Josh Lukwata,GK,Goalkeeper,Fulham,English Football League Championship,ENG,ENG2,3,19/01/1999,1,2,6007,197,16,London,ENG,UK & Ireland,ENG,,,,,186,75,0,0,,
Josh Richards,"DM, M (C)",Midfielder,Plymouth,English Football League 2,ENG,ENG4,5,18/01/1999,1,2,6008,197,16,Truro,ENG,UK & Ireland,ENG,,,,,165,58,0,0,,
Thomas Windle,D (R),Defender,Bradford City,English Football League 1,ENG,ENG3,4,17/01/1999,1,2,6009,197,16,Keighley,ENG,UK & Ireland,ENG,,,,,184,73,0,0,,
Joe White,ST (C),Forward,Dag & Red,English Football League 2,ENG,ENG4,5,16/01/1999,1,2,6010,197,16,NaN,ENG,UK & Ireland,ENG,,,,,185,72,0,0,,
Callum Cockerill-Mollett,D (L),Defender,Walsall,English Football League 1,ENG,ENG3,4,15/01/1999,1,2,6011,197,16,NaN,ENG,UK & Ireland,ENG,,,,,172,66,0,0,,
Charlie Holmes,D (R),Defender,Dag & Red,English Football League 2,ENG,ENG4,5,14/01/1999,1,2,6012,197,16,NaN,ENG,UK & Ireland,ENG,,,,,171,62,0,0,,
Tommy Scutt,M (C),Midfielder,Portsmouth,English Football League 2,ENG,ENG4,5,14/01/1999,1,2,6012,197,16,NaN,ENG,UK & Ireland,ENG,,,,,180,66,0,0,,
Riccardo German,ST (C),Forward,Chesterfield,English Football League 1,ENG,ENG3,4,13/01/1999,1,2,6013,197,16,London,ENG,UK & Ireland,ENG,,,,,182,71,0,0,,
Joe Re,M (C),Midfielder,Nottm Forest,English Football League Championship,ENG,ENG2,3,12/01/1999,1,2,6014,197,16,NaN,ENG,UK & Ireland,ENG,,,,,176,66,0,0,,
Adam Saxton,D (C),Defender,Rotherham,English Football League Championship,ENG,ENG2,3,12/01/1999,1,2,6014,197,16,Rotherham,ENG,UK & Ireland,ENG,,,,,181,68,0,0,,
Jesse Arizie,M (C),Midfielder,Bury,English Football League 1,ENG,ENG3,4,11/01/1999,1,2,6015,197,16,NaN,ENG,UK & Ireland,ENG,,,,,171,64,0,0,,
Callum Fullwood,ST (C),Forward,Ipswich,English Football League Championship,ENG,ENG2,3,11/01/1999,1,2,6015,197,16,Brighton,ENG,UK & Ireland,ENG,,,,,183,78,0,0,,
Daniel Kemp,AM (RLC),Forward,Chelsea,English Premier Division,ENG,ENG1,1,11/01/1999,1,2,6015,197,16,Sidcup,ENG,UK & Ireland,ENG,,,,,161,53,0,0,,
Harrison Reeves,AM (C),Forward,Bristol City,English Football League Championship,ENG,ENG2,3,10/01/1999,1,2,6016,197,16,NaN,ENG,UK & Ireland,ENG,,,,,158,52,0,0,,
Sadou Diallo,M (C),Midfielder,Man City,English Premier Division,ENG,ENG1,1,10/01/1999,1,2,6016,197,16,NaN,ENG,UK & Ireland,ENG,GUI,,,,175,64,0,0,,
Mason Mount,M (C),Midfielder,Chelsea,English Premier Division,ENG,ENG1,1,10/01/1999,1,2,6016,197,16,Portsmouth,ENG,UK & Ireland,ENG,,,,,175,57,0,0,,
Mason Fawns,AM (RL),Forward,Blackburn,English Football League Championship,ENG,ENG2,3,10/01/1999,1,2,6016,197,16,NaN,ENG,UK & Ireland,ENG,,,,,181,62,0,0,,
Giovanni McGregor,M (C),Midfielder,Brentford,English Football League Championship,ENG,ENG2,3,09/01/1999,1,2,6017,197,16,NaN,ENG,UK & Ireland,ENG,,,,,182,70,0,0,,
Brandon Austin,GK,Goalkeeper,Tottenham,English Premier Division,ENG,ENG1,1,08/01/1999,1,2,6018,197,16,Hemel Hempstead,ENG,UK & Ireland,ENG,USA,,,,189,74,0,0,,
Lamine Sherriff,"M/AM (L), ST (C)",Midfielder,Leicester,English Premier Division,ENG,ENG1,1,07/01/1999,1,2,6019,197,16,NaN,ENG,UK & Ireland,ENG,,,,,170,61,0,0,,
Paul Dawson,"D (RC), DM",Defender,Morecambe,English Football League 2,ENG,ENG4,5,07/01/1999,1,2,6019,197,16,Lancaster,ENG,UK & Ireland,ENG,,,,,187,78,0,0,,
George Lynam,M (RL),Midfielder,Chesterfield,English Football League 1,ENG,ENG3,4,06/01/1999,1,2,6020,197,16,Derby,ENG,UK & Ireland,ENG,,,,,171,63,0,0,,
Matthew Gains,D/WB (L),Defender,Doncaster,English Football League 1,ENG,ENG3,4,06/01/1999,1,2,6020,197,16,NaN,ENG,UK & Ireland,ENG,,,,,179,70,0,0,,
Jake Eales,D (C),Defender,Q.P.R.,English Football League Championship,ENG,ENG2,3,05/01/1999,1,2,6021,197,16,NaN,ENG,UK & Ireland,ENG,,,,,182,70,0,0,,
Tyler Hamilton,M (C),Midfielder,Hull,English Football League Championship,ENG,ENG2,3,05/01/1999,1,2,6021,197,16,Hull,ENG,UK & Ireland,ENG,,,,,163,55,0,0,,
